"","title","author","subject","abstract","meta"
"119","Note: Evolutionary Game Theory Focus Informational Health: The Cocktail Party Effect Through Werewolfgame under Incomplete Information and ESS Search Method Using Expected Gains of Repeated Dilemmas","Yasuko Kawahata","Physics and Society (physics.soc-ph)","We explore the state of information disruption caused by the cocktail party effect within the framework of non-perfect information games and evolutive games with multiple werewolves. In particular, we mathematically model and analyze the effects on the gain of each strategy choice and the formation process of evolutionary stable strategies (ESS) under the assumption that the pollution risk of fake news is randomly assigned in the context of repeated dilemmas. We will develop the computational process in detail, starting with the construction of the gain matrix, modeling the evolutionary dynamics using the replicator equation, and identifying the ESS. In addition, numerical simulations will be performed to observe system behavior under different initial conditions and parameter settings to better understand the impact of the spread of fake news on strategy evolution. This research will provide theoretical insights into the complex issues of contemporary society regarding the authenticity of information and expand the range of applications of evolutionary game theory.","Tue, 27 Feb 2024 14:10:34 UTC (3,851 KB)"
"120","Analyzing the Dynamics of COVID-19 Lockdown Success: Insights from Regional Data and Public Health Measures","Md. Motaleb Hossen Manik, Md. Ahsan Habib, Md. Zabirul Islam, Tanim Ahmed, Fabliha Haque","Physics and Society (physics.soc-ph)","The COVID-19 pandemic caused by the coronavirus had a significant effect on social, economic, and health systems globally. The virus emerged in Wuhan, China, and spread worldwide resulting in severe disease, death, and social interference. Countries implemented lockdowns in various regions to limit the spread of the virus. Some of them were successful and some failed. Here, several factors played a vital role in their success. But mostly these factors and their correlations remained unidentified. In this paper, we unlocked those factors that contributed to the success of lockdown during the COVID-19 pandemic and explored the correlations among them. Moreover, this paper proposes several strategies to control any pandemic situation in the future. Here, it explores the relationships among variables, such as population density, number of infected, death, recovered patients, and the success or failure of the lockdown in different regions of the world. The findings suggest a strong correlation among these factors and indicate that the spread of similar kinds of viruses can be reduced in the future by implementing several safety measures.","Sun, 25 Feb 2024 04:39:53 UTC (507 KB)"
"121","A non-intrusive machine learning framework for debiasing long-time coarse resolution climate simulations and quantifying rare events statistics","Benedikt Barthel Sorensen, Alexis Charalampopoulos, Shixuan Zhang, Bryce Harrop, Ruby Leung, Themistoklis Sapsis","Atmospheric and Oceanic Physics (physics.ao-ph)","Due to the rapidly changing climate, the frequency and severity of extreme weather is expected to increase over the coming decades. As fully-resolved climate simulations remain computationally intractable, policy makers must rely on coarse-models to quantify risk for extremes. However, coarse models suffer from inherent bias due to the ignored ""sub-grid"" scales. We propose a framework to non-intrusively debias coarse-resolution climate predictions using neural-network (NN) correction operators. Previous efforts have attempted to train such operators using loss functions that match statistics. However, this approach falls short with events that have longer return period than that of the training data, since the reference statistics have not converged. Here, the scope is to formulate a learning method that allows for correction of dynamics and quantification of extreme events with longer return period than the training data. The key obstacle is the chaotic nature of the underlying dynamics. To overcome this challenge, we introduce a dynamical systems approach where the correction operator is trained using reference data and a coarse model simulation nudged towards that reference. The method is demonstrated on debiasing an under-resolved quasi-geostrophic model and the Energy Exascale Earth System Model (E3SM). For the former, our method enables the quantification of events that have return period two orders longer than the training data. For the latter, when trained on 8 years of ERA5 data, our approach is able to correct the coarse E3SM output to closely reflect the 36-year ERA5 statistics for all prognostic variables and significantly reduce their spatial biases.","Wed, 28 Feb 2024 17:06:19 UTC (14,899 KB)"
"122","A Higher-Order Lens for Social Systems","Giulia Preti, Adriano Fazzone, Giovanni Petri, Gianmarco De Francisci Morales","Social and Information Networks (cs.SI)","Despite the widespread adoption of higher-order mathematical structures such as hypergraphs, methodological tools for their analysis lag behind those for traditional graphs. This work addresses a critical gap in this context by proposing two micro-canonical random null models for directed hypergraphs: the Directed Hypergraph Configuration Model (DHCM) and the Directed Hypergraph JOINT Model (DHJM). These models preserve essential structural properties of directed hypergraphs such as node in- and out-degree sequences and hyperedge head and tail size sequences, or their joint tensor. We also describe two efficient MCMC algorithms, NuDHy-Degs and NuDHy-JOINT, to sample random hypergraphs from these ensembles. To showcase the interdisciplinary applicability of the proposed null models, we present three distinct use cases in sociology, epidemiology, and economics. First, we reveal the oscillatory behavior of increased homophily in opposition parties in the US Congress over a 40-year span, emphasizing the role of higher-order structures in quantifying political group homophily. Second, we investigate non-linear contagion in contact hyper-networks, demonstrating that disparities between simulations and theoretical predictions can be explained by considering higher-order joint degree distributions. Last, we examine the economic complexity of countries in the global trade network, showing that local network properties preserved by NuDHy explain the main structural economic complexity indexes. This work pioneers the development of null models for directed hypergraphs, addressing the intricate challenges posed by their complex entity relations, and providing a versatile suite of tools for researchers across various domains.","Wed, 28 Feb 2024 16:44:26 UTC (3,843 KB)[v2] Thu, 29 Feb 2024 15:15:18 UTC (3,843 KB)"
"123","Universal neural network potentials as descriptors: Towards scalable chemical property prediction using quantum and classical computers","Tomoya Shiota, Kenji Ishihara, Wataru Mizukami","Quantum Physics (quant-ph)","Accurate prediction of diverse chemical properties is crucial for advancing molecular design and materials discovery. Here we present a versatile approach that uses the intermediate information of a universal neural network potential as a general-purpose descriptor for chemical property prediction. Our method is based on the insight that by training a sophisticated neural network architecture for universal force fields, it learns transferable representations of atomic environments. We show that transfer learning with a graph neural network potential M3GNet achieves accuracy comparable to state-of-the-art methods for predicting the NMR chemical shifts of$^1$H, $^{13}$C, $^{15}$N, $^{17}$O, and $^{19}$F using quantum machine learning as well as a standard classical regression model, despite the compactness of its descriptors. This work provides an efficient way to accurately predict properties, potentially accelerating the discovery of new molecules and materials.","Wed, 28 Feb 2024 15:57:22 UTC (2,346 KB)"
"124","Estimation of railway vehicle response for track geometry evaluation using branch Fourier neural operator","Qingjing Wang, Wenhao Ding, Qing He, Ping Wang","Applied Physics (physics.app-ph)","In railway transportation, the evaluation of track geometry is an indispensable requirement to ensure the safety and comfort of railway vehicles. A promising approach is to directly use vehicle dynamic responses to assess the impact of track geometry defects. However, the computational cost of obtaining the dynamic response of the vehicle body using dynamics simulation methods is large. Thus, it is important to obtain the dynamic response of the vehicle-track coupled system efficiently and accurately. In this work, a branch Fourier neural operator (BFNO) model is proposed to obtain the dynamic response of the vehicle-track coupled system. The model takes into account the nonlinear relationship of the vehicle-track coupled system and realizes the fast and accurate estimation of the system dynamic response. The relative loss (rLSE) of BFNO model is 2.04%, which is reduced by 64%, compared with the traditional neural network (CNN-GRU). In the frequency domain, BFNO model achieves the effective estimation of the dynamic response of the system within the primary frequency range. Compared with the existing methods, our proposed model can make predictions at unseen time steps, enabling predictions from low to high time resolutions. Meanwhile, our proposed model is superior to commercial software in terms of efficiency. In the evaluation of track geometry, users can use pre-trained BFNO to obtain the dynamic response with almost no computational cost.","Wed, 28 Feb 2024 14:38:04 UTC (3,521 KB)"
"125","SuperdropNet: a Stable and Accurate Machine Learning Proxy for Droplet-based Cloud Microphysics","Shivani Sharma, David Greenberg","Atmospheric and Oceanic Physics (physics.ao-ph)","Cloud microphysics has important consequences for climate and weather phenomena, and inaccurate representations can limit forecast accuracy. While atmospheric models increasingly resolve storms and clouds, the accuracy of the underlying microphysics remains limited by computationally expedient bulk moment schemes based on simplifying assumptions. Droplet-based Lagrangian schemes are more accurate but are underutilized due to their large computational overhead. Machine learning (ML) based schemes can bridge this gap by learning from vast droplet-based simulation datasets, but have so far struggled to match the accuracy and stability of bulk moment schemes. To address this challenge, we developed SuperdropNet, an ML-based emulator of the Lagrangian superdroplet simulations. To improve accuracy and stability, we employ multi-step autoregressive prediction during training, impose physical constraints, and carefully control stochasticity in the training data. Superdropnet predicted hydrometeor states and cloud-to-rain transition times more accurately than previous ML emulators, and matched or outperformed bulk moment schemes in many cases. We further carried out detailed analyses to reveal how multistep autoregressive training improves performance, and how the performance of SuperdropNet and other microphysical schemes hydrometeors' mass, number and size distribution. Together our results suggest that ML models can effectively emulate cloud microphysics, in a manner consistent with droplet-based simulations.","Wed, 28 Feb 2024 14:26:16 UTC (11,250 KB)"
"126","FPM-WSI: Fourier ptychographic whole slide imaging via feature-domain backdiffraction","Shuhe Zhang, Aiye Wang, Jinghao Xu, Tianci Feng, Jinhua Zhou, An Pan","Optics (physics.optics)","Fourier ptychographic microscopy (FPM), characterized by high-throughput computational imaging, theoretically provides a cunning solution to the trade-off between spatial resolution and field of view (FOV), which has a promising prospect in the application of digital pathology. However, block reconstruction and then stitching has currently become an unavoidable procedure due to vignetting effects. The stitched image tends to present color inconsistency in different image segments, or even stitching artifacts. In response, we reported a computational framework based on feature-domain backdiffraction to realize full-FOV, stitching-free FPM reconstruction. Different from conventional algorithms that establish the loss function in the image domain, our method formulates it in the feature domain, where effective information of images is extracted by a feature extractor to bypass the vignetting effect. The feature-domain error between predicted images based on estimation of model parameters and practically captured images is then digitally diffracted back through the optical system for complex amplitude reconstruction and aberration compensation. Through massive simulations and experiments, the method presents effective elimination of vignetting artifacts, and reduces the requirement of precise knowledge of illumination positions. We also found its great potential to recover the data with a lower overlapping rate of spectrum and to realize automatic blind-digital refocusing without a prior defocus distance.","Wed, 28 Feb 2024 11:59:12 UTC (36,120 KB)"
"127","Thermophysical Properties of Molten FLiNaK: a Moment Tensor Potential Approach","Rybin Nikita, Dmitrii Maksimov, Yuriy Zaikov, Alexander Shapeev","Materials Science (cond-mat.mtrl-sci)","Fluoride salts demonstrate significant potential for applications in next-generation nuclear reactors, necessitating a comprehensive understanding of their thermophysical properties for technological advancements. Experimental measurement of these properties poses challenges, due to factors such as high temperatures, impurity control, and corrosion. Consequently, precise computational modeling methods become essential for predicting the thermophysical properties of molten salts. In this work, we performed molecular dynamics (MD) simulations of several thermophysical properties of the eutectic salt mixture LiF-NaF-KF (FLiNaK) melt, including density, self-diffusion coefficients, viscosity, and thermal conductivity. We demonstrated the successful application of moment tensor potentials (MTP) as an accurate model for interatomic interactions in FLiNaK. Our results on thermophysical properties calculations exhibit strong agreement with experimental data. An important aspect of our methodology is the incorporation of an active learning scheme, which enables the generation of a robust and accurate potential, while maintaining a moderate-sized training dataset.","Wed, 28 Feb 2024 10:30:31 UTC (513 KB)"
"128","Exploring the space of graphs with fixed discrete curvatures","Michelle Roost, Karel Devriendt, Giulio Zucal, Jürgen Jost","Physics and Society (physics.soc-ph)","Discrete curvatures are quantities associated to the nodes and edges of a graph that reflect the local geometry around them. These curvatures have a rich mathematical theory and they have recently found success as a tool to analyze networks across a wide range of domains. In this work, we consider the problem of constructing graphs with a prescribed set of discrete edge curvatures, and explore the space of such graphs. We address this problem in two ways: first, we develop an evolutionary algorithm to sample graphs with discrete curvatures close to a given set. We use this algorithm to explore how other network statistics vary when constrained by the discrete curvatures in the network. Second, we solve the exact reconstruction problem for the specific case of Forman-Ricci curvature. By leveraging the theory of Markov bases, we obtain a finite set of rewiring moves that connects the space of all graphs with a fixed discrete curvature.","Wed, 28 Feb 2024 09:48:24 UTC (4,388 KB)"
"129","A comparative computational study of different formulations of the compressible Euler equations for mesoscale atmospheric flows in a finite volume framework","Michele Girfoglio, Annalisa Quaini, Gianluigi Rozza","Fluid Dynamics (physics.flu-dyn)","We consider three conservative forms of the mildly compressible Euler equations, called CE1, CE2 and CE3, with the goal of understanding which leads to the most accurate and robust pressure-based solver in a finite volume environment. Forms CE1 and CE2 are both written in density, momentum, and specific enthalpy, but employ two different treatments of the buoyancy and pressure gradient terms: for CE1 it is the standard pressure splitting implemented in open-source finite volume solvers (e.g., OpenFOAM), while for CE2 it is the typical pressure splitting found in computational atmospheric studies. Form CE3 is written in density, momentum, and potential temperature, with the buoyancy and pressure terms addressed as in CE2. For each formulation, we adopt a computationally efficient splitting approach. The three formulations are thoroughly assessed and compared through six benchmark tests involving dry air flow over a flat terrain or orography. We found that all three models are able to provide accurate results for the tests with a flat terrain, although the solvers based on the CE2 and CE3 forms are more robust. As for the mountain tests, CE1 solutions become unstable, while the CE2 and CE3 models provide results in very good agreement with data in the literature, the CE3 model being the most accurate. Hence, the CE3 model is the most accurate, reliable, and robust for the simulation of mesoscale atmospheric flows when using a pressure-based approach and space discretization by a finite volume method.","Wed, 28 Feb 2024 07:56:58 UTC (10,549 KB)"
"130","Exergetic Port-Hamiltonian Systems for Multibody Dynamics","Markus Lohmayer, Giuseppe Capobianco, Sigrid Leyendecker","Systems and Control (eess.SY)","Multibody dynamics simulation plays an important role in various fields, including mechanical engineering, robotics, and biomechanics. Setting up computational models however becomes increasingly challenging as systems grow in size and complexity. Especially the consistent combination of models across different physical domains usually demands a lot of attention. This motivates us to study formal languages for compositional modeling of multiphysical systems. This article shows how multibody systems, or more precisely assemblies of rigid bodies connected by lower kinematic pairs, fit into the framework of Exergetic Port-Hamiltonian Systems (EPHS). This approach is based on the hierarchical decomposition of systems into their ultimately primitive components, using a simple graphical syntax. Thereby, cognitive load can be reduced and communication is facilitated, even with non-experts. Moreover, the encapsulation and reuse of subsystems promotes efficient model development and management. In contrast to established modeling languages such as Modelica, the primitive components of EPHS are not defined by arbitrary equations. Instead, there are four kinds of components, each defined by a particular geometric structure with a clear physical interpretation. This higher-level approach could make the process of building and maintaining large-scale models simpler and also safer.","Wed, 28 Feb 2024 06:34:01 UTC (130 KB)"
"131","Unitary coupled-cluster singles and doubles (UCCSD) calculations in conjunction with fragment molecular orbital (FMO) scheme","Kenji Sugisaki, Tatsuya Nakano, Yuji Mochizuki","Quantum Physics (quant-ph)","The fragment molecular orbital (FMO) method is one of the popular methods to efficiently treat macromolecular systems by dividing the system of interest into small fragments based on embedding under the electrostatic potential (ESP). Such a fragmentation method has the potential advantage of making the circuit flat in quantum chemical calculations on quantum computers. In this study, we used a GPU-accelerated quantum simulator (cuQuantum) to perform the electron correlation part of the FMO calculation as a unitary coupled-cluster singles and doubles (UCCSD) with the variational quantum eigensolver (VQE), using hydrogen-bonded systems (FH)$_3$ and (FH)$_2$-H$_2$O as testbeds. From the numerical simulations, we found that the Trotter decomposition of the UCCSD ansatz breaks the orbital-invariance condition, and it can yield different total energies for symmetrically equivalent molecules. We also observed that the Trotterized UCCSD does not satisfy the size-consistency, which is an essential requirement in the FMO scheme, when the molecular orbitals delocalized to dimers are used. The GPU acceleration was substantial for the simulations with larger numbers of qubits, and it was about a factor of 5.8--7.5 for 18 qubit systems.","Wed, 28 Feb 2024 02:16:14 UTC (1,087 KB)"
"132","Physics-Informed Machine Learning for Seismic Response Prediction OF Nonlinear Steel Moment Resisting Frame Structures","R. Bailey Bond, Pu Ren, Jerome F. Hajjar, Hao Sun","Applied Physics (physics.app-ph)","There is a growing interest in utilizing machine learning (ML) methods for structural metamodeling due to the substantial computational cost of traditional numerical simulations. The existing data-driven strategies show potential limitations to the model robustness and interpretability as well as the dependency of rich data. To address these challenges, this paper presents a novel physics-informed machine learning (PiML) method, which incorporates scientific principles and physical laws into deep neural networks for modeling seismic responses of nonlinear structures. The basic concept is to constrain the solution space of the ML model within known physical bounds. This is made possible with three main features, namely, model order reduction, a long short-term memory (LSTM) networks, and Newton's second law (e.g., the equation of motion). Model order reduction is essential for handling structural systems with inherent redundancy and enhancing model efficiency. The LSTM network captures temporal dependencies, enabling accurate prediction of time series responses. The equation of motion is manipulated to learn system nonlinearities and confines the solution space within physically interpretable results. These features enable model training with relatively sparse data and offer benefits in terms of accuracy, interpretability, and robustness. Furthermore, a dataset of seismically designed archetype ductile planar steel moment resistant frames under horizontal seismic loading, available in the DesignSafe-CI Database, is considered for evaluation of the proposed method. The resulting metamodel is capable of handling more complex data compared to existing physics-guided LSTM models and outperforms other non-physics data-driven neural networks.","Wed, 28 Feb 2024 02:16:03 UTC (3,604 KB)[v2] Fri, 1 Mar 2024 14:09:44 UTC (3,603 KB)"
"133","End-to-End Analysis Automation over Distributed Resources with Luigi Analysis Workflows","Marcel Rieger","Data Analysis, Statistics and Probability (physics.data-an)","In particle physics, workflow management systems are primarily used as tailored solutions in dedicated areas such as Monte Carlo production. However, physicists performing data analyses are usually required to steer their individual, complex workflows manually, frequently involving job submission in several stages and interaction with distributed storage systems by hand. This process is not only time-consuming and error-prone, but also leads to undocumented relations between particular workloads, rendering the steering of an analysis a serious challenge. This article presents the Luigi Analysis Workflow (Law) Python package which is based on the open-source pipelining tool Luigi, originally developed by Spotify. It establishes a generic design pattern for analyses of arbitrary scale and complexity, and shifts the focus from executing to defining the analysis logic. Law provides the building blocks to seamlessly integrate with interchangeable remote resources without, however, limiting itself to a specific choice of infrastructure. In particular, it introduces the concept of complete separation between analysis algorithms on the one hand, and run locations, storage locations, and software environments on the other hand. To cope with the sophisticated demands of end-to-end HEP analyses, Law supports job execution on WLCG infrastructure (ARC, gLite, CMS-CRAB) as well as on local computing clusters (HTCondor, Slurm, LSF), remote file access via various protocols using the Grid File Access Library (GFAL2), and an environment sandboxing mechanism with support for sub-shells and virtual environments, as well as Docker and Singularity containers. Moreover, the novel approach ultimately aims for analysis preservation out-of-the-box. Law is developed open-source and independent of any experiment or the language of executed code, and its user-base increased steadily over the past years.","Wed, 28 Feb 2024 00:15:52 UTC (420 KB)"
"134","Fast buffet onset prediction and optimization method based on a pre-trained flowfield prediction model","Yunjia Yang, Runze Li, Yufei Zhang, Haixin Chen","Fluid Dynamics (physics.flu-dyn)","The transonic buffet is a detrimental phenomenon occurs on supercritical airfoils and limits aircraft's operating envelope. Traditional methods for predicting buffet onset rely on multiple computational fluid dynamics simulations to assess a series of airfoil flowfields and then apply criteria to them, which is slow and hinders optimization efforts. This article introduces an innovative approach for rapid buffet onset prediction. A machine-learning flowfield prediction model is pre-trained on a large database and then deployed offline to replace simulations in the buffet prediction process for new airfoil designs. Unlike using a model to directly predict buffet onset, the proposed technique offers better visualization capabilities by providing users with intuitive flowfield outputs. It also demonstrates superior generalization ability, evidenced by a 32.5% reduction in average buffet onset prediction error on the testing dataset. The method is utilized to optimize the buffet performance of 11 distinct airfoils within and outside the training dataset. The optimization results are verified with simulations and proved to yield improved samples across all cases. It is affirmed the pre-trained flowfield prediction model can be applied to accelerate aerodynamic shape optimization, while further work still needs to raise its reliability for this safety-critical task.","Tue, 27 Feb 2024 23:37:11 UTC (2,651 KB)"
"135","A linear photonic swap test circuit for quantum kernel estimation","Alessio Baldazzi, Nicolò Leone, Matteo Sanna, Stefano Azzini, Lorenzo Pavesi","Quantum Physics (quant-ph)","Among supervised learning models, Support Vector Machine stands out as one of the most robust and efficient models for classifying data clusters. At the core of this method, a kernel function is employed to calculate the distance between different elements of the dataset, allowing for their classification. Since every kernel function can be expressed as a scalar product, we can estimate it using Quantum Mechanics, where probability amplitudes and scalar products are fundamental objects. The swap test, indeed, is a quantum algorithm capable of computing the scalar product of two arbitrary wavefunctions, potentially enabling a quantum speed-up. Here, we present an integrated photonic circuit designed to implement the swap test algorithm. Our approach relies solely on linear optical integrated components and qudits, represented by single photons from an attenuated laser beam propagating through a set of waveguides. By utilizing 2$^3$ spatial degrees of freedom for the qudits, we can configure all the necessary arrangements to set any two-qubits state and perform the swap test. This simplifies the requirements on the circuitry elements and eliminates the need for non-linearity, heralding, or post-selection to achieve multi-qubits gates. Our photonic swap test circuit successfully encodes two qubits and estimates their scalar product with a measured root mean square error smaller than 0.05. This result paves the way for the development of integrated photonic architectures capable of performing Quantum Machine Learning tasks with robust devices operating at room temperature.","Tue, 27 Feb 2024 22:34:14 UTC (4,210 KB)"
"136","Using AI libraries for Incompressible Computational Fluid Dynamics","Boyang Chen, Claire E. Heaney, Christopher C. Pain","Fluid Dynamics (physics.flu-dyn)","Recently, there has been a huge effort focused on developing highly efficient open source libraries to perform Artificial Intelligence (AI) related computations on different computer architectures (for example, CPUs, GPUs and new AI processors). This has not only made the algorithms based on these libraries highly efficient and portable between different architectures, but also has substantially simplified the entry barrier to develop methods using AI. Here, we present a novel methodology to bring the power of both AI software and hardware into the field of numerical modelling by repurposing AI methods, such as Convolutional Neural Networks (CNNs), for the standard operations required in the field of the numerical solution of Partial Differential Equations (PDEs). The aim of this work is to bring the high performance, architecture agnosticism and ease of use into the field of the numerical solution of PDEs. We use the proposed methodology to solve the advection-diffusion equation, the non-linear Burgers equation and incompressible flow past a bluff body. For the latter, a convolutional neural network is used as a multigrid solver in order to enforce the incompressibility constraint. We show that the presented methodology can solve all these problems using repurposed AI libraries in an efficient way, and presents a new avenue to explore in the development of methods to solve PDEs and Computational Fluid Dynamics problems with implicit methods.","Tue, 27 Feb 2024 22:00:50 UTC (7,814 KB)"
"137","Constraint Latent Space Matters: An Anti-anomalous Waveform Transformation Solution from Photoplethysmography to Arterial Blood Pressure","Cheng Bian, Xiaoyu Li, Qi Bi, Guangpu Zhu, Jiegeng Lyu, Weile Zhang, Yelei Li, Zijing Zeng","Signal Processing (eess.SP)","Arterial blood pressure (ABP) holds substantial promise for proactive cardiovascular health management. Notwithstanding its potential, the invasive nature of ABP measurements confines their utility primarily to clinical environments, limiting their applicability for continuous monitoring beyond medical facilities. The conversion of photoplethysmography (PPG) signals into ABP equivalents has garnered significant attention due to its potential in revolutionizing cardiovascular disease management. Recent strides in PPG-to-ABP prediction encompass the integration of generative and discriminative models. Despite these advances, the efficacy of these models is curtailed by the latent space shift predicament, stemming from alterations in PPG data distribution across disparate hardware and individuals, potentially leading to distorted ABP waveforms. To tackle this problem, we present an innovative solution named the Latent Space Constraint Transformer (LSCT), leveraging a quantized codebook to yield robust latent spaces by employing multiple discretizing bases. To facilitate improved reconstruction, the Correlation-boosted Attention Module (CAM) is introduced to systematically query pertinent bases on a global scale. Furthermore, to enhance expressive capacity, we propose the Multi-Spectrum Enhancement Knowledge (MSEK), which fosters local information flow within the channels of latent code and provides additional embedding for reconstruction. Through comprehensive experimentation on both publicly available datasets and a private downstream task dataset, the proposed approach demonstrates noteworthy performance enhancements compared to existing methods. Extensive ablation studies further substantiate the effectiveness of each introduced module.","Fri, 23 Feb 2024 02:31:35 UTC (3,750 KB)"
"138","A paper-based multiplexed serological test to monitor immunity against SARS-CoV-2 using machine learning","Merve Eryilmaz, Artem Goncharov, Gyeo-Re Han, Hyou-Arm Joung, Zachary S. Ballard, Rajesh Ghosh, Yijie Zhang, Dino Di Carlo, Aydogan Ozcan","Medical Physics (physics.med-ph)","The rapid spread of SARS-CoV-2 caused the COVID-19 pandemic and accelerated vaccine development to prevent the spread of the virus and control the disease. Given the sustained high infectivity and evolution of SARS-CoV-2, there is an ongoing interest in developing COVID-19 serology tests to monitor population-level immunity. To address this critical need, we designed a paper-based multiplexed vertical flow assay (xVFA) using five structural proteins of SARS-CoV-2, detecting IgG and IgM antibodies to monitor changes in COVID-19 immunity levels. Our platform not only tracked longitudinal immunity levels but also categorized COVID-19 immunity into three groups: protected, unprotected, and infected, based on the levels of IgG and IgM antibodies. We operated two xVFAs in parallel to detect IgG and IgM antibodies using a total of 40 uL of human serum sample in <20 min per test. After the assay, images of the paper-based sensor panel were captured using a mobile phone-based custom-designed optical reader and then processed by a neural network-based serodiagnostic algorithm. The trained serodiagnostic algorithm was blindly tested with serum samples collected before and after vaccination or infection, achieving an accuracy of 89.5%. The competitive performance of the xVFA, along with its portability, cost-effectiveness, and rapid operation, makes it a promising computational point-of-care (POC) serology test for monitoring COVID-19 immunity, aiding in timely decisions on the administration of booster vaccines and general public health policies to protect vulnerable populations.","Mon, 19 Feb 2024 03:26:20 UTC (1,132 KB)"
"139","Scaling on-chip photonic neural processors using arbitrarily programmable wave propagation","Tatsuhiro Onodera, Martin M. Stein, Benjamin A. Ash, Mandar M. Sohoni, Melissa Bosch, Ryotatsu Yanagimoto, Marc Jankowski, Timothy P. McKenna, Tianyu Wang, Gennady Shvets, Maxim R. Shcherbakov, Logan G. Wright, Peter L. McMahon","Optics (physics.optics)","On-chip photonic processors for neural networks have potential benefits in both speed and energy efficiency but have not yet reached the scale at which they can outperform electronic processors. The dominant paradigm for designing on-chip photonics is to make networks of relatively bulky discrete components connected by one-dimensional waveguides. A far more compact alternative is to avoid explicitly defining any components and instead sculpt the continuous substrate of the photonic processor to directly perform the computation using waves freely propagating in two dimensions. We propose and demonstrate a device whose refractive index as a function of space, $n(x,z)$, can be rapidly reprogrammed, allowing arbitrary control over the wave propagation in the device. Our device, a 2D-programmable waveguide, combines photoconductive gain with the electro-optic effect to achieve massively parallel modulation of the refractive index of a slab waveguide, with an index modulation depth of $10^{-3}$ and approximately $10^4$ programmable degrees of freedom. We used a prototype device with a functional area of $12\,\text{mm}^2$ to perform neural-network inference with up to 49-dimensional input vectors in a single pass, achieving 96% accuracy on vowel classification and 86% accuracy on $7 \times 7$-pixel MNIST handwritten-digit classification. This is a scale beyond that of previous photonic chips relying on discrete components, illustrating the benefit of the continuous-waves paradigm. In principle, with large enough chip area, the reprogrammability of the device's refractive index distribution enables the reconfigurable realization of any passive, linear photonic circuit or device. This promises the development of more compact and versatile photonic systems for a wide range of applications, including optical processing, smart sensing, spectroscopy, and optical communications.","Tue, 27 Feb 2024 18:37:22 UTC (25,256 KB)"
"140","LoDIP: Low light phase retrieval with deep image prior","Raunak Manekar, Elisa Negrini, Minh Pham, Daniel Jacobs, Jaideep Srivastava","Computational Physics (physics.comp-ph)","Phase retrieval (PR) is a fundamental challenge in scientific imaging, enabling nanoscale techniques like coherent diffractive imaging (CDI). Imaging at low radiation doses becomes important in applications where samples are susceptible to radiation damage. However, most PR methods struggle in low dose scenario due to the presence of very high shot noise. Advancements in the optical data acquisition setup, exemplified by in-situ CDI, have shown potential for low-dose imaging. But these depend on a time series of measurements, rendering them unsuitable for single-image applications. Similarly, on the computational front, data-driven phase retrieval techniques are not readily adaptable to the single-image context. Deep learning based single-image methods, such as deep image prior, have been effective for various imaging tasks but have exhibited limited success when applied to PR. In this work, we propose LoDIP which combines the in-situ CDI setup with the power of implicit neural priors to tackle the problem of single-image low-dose phase retrieval. Quantitative evaluations demonstrate the superior performance of LoDIP on this task as well as applicability to real experimental scenarios.","Tue, 27 Feb 2024 18:29:07 UTC (7,846 KB)"
"141","Computation of the expectation value of the spin operator $\hat{S}^2$ for the Spin-Flip Bethe-Salpeter Equation","Bradford A. Barker, Arabi Seshappan, David A. Strubbe","Materials Science (cond-mat.mtrl-sci)","Spin-flip methods applied to excited-state approaches like the Bethe-Salpeter Equation allow access to the excitation energies of open-shell systems, such as molecules and defects in solids. The eigenstates of these solutions, however, are generally not eigenstates of the spin operator $\hat{S}^2$. Even for simple cases where the excitation vector is expected to be, for example, a triplet state, the value of $\langle \hat{S}^2 \rangle$ may be found to differ from 2.00; this difference is called ``spin contamination.'' The expectation values $\langle \hat{S}^2 \rangle$ must be computed for each excitation vector, to assist with the characterization of the particular excitation and to determine the amount of spin contamination of the state. Our aim is to provide for the first time in the spin-flip methods literature a comprehensive resource on the derivation of the formulas for $\langle \hat{S}^2 \rangle$ as well as its computational implementation. After a brief discussion of the theory of the Spin-Flip Bethe-Salpeter Equation and some examples further illustrating the need for calculating $\langle \hat{S}^2 \rangle$, we present the derivation for the general equation for computing $\langle \hat{S}^2 \rangle$ with the eigenvectors from an SF-BSE calculation, how it is implemented in a Python script, and timing information on how this calculation scales with the size of the SF-BSE Hamiltonian.","Tue, 27 Feb 2024 17:55:26 UTC (508 KB)"
