"","title","author","subject","abstract","meta"
"113","Whales in Space: Experiencing Aquatic Animals in Their Natural Place with the Hydroambiphone","James P. Crutchfield, David D. Dunn, Alexandra M. Jurgens","Populations and Evolution (q-bio.PE)","Recording the undersea three-dimensional bioacoustic sound field in real-time promises major benefits to marine behavior studies. We describe a novel hydrophone array -- the hydroambiphone (HAP) -- that adapts ambisonic spatial-audio theory to sound propagation in ocean waters to realize many of these benefits through spatial localization and acoustic immersion. Deploying it to monitor the humpback whales (Megaptera novaeangliae) of southeast Alaska demonstrates that HAP recording provides a qualitatively-improved experience of their undersea behaviors; revealing, for example, new aspects of social coordination during bubble-net feeding. On the practical side, spatialized hydrophone recording greatly reduces post-field analytical and computational challenges -- such as the ""cocktail party problem"" of distinguishing single sources in a complicated and crowded auditory environment -- that are common to field recordings. On the scientific side, comparing the HAP's capabilities to single-hydrophone and nonspatialized recordings yields new insights into the spatial information that allows animals to thrive in complex acoustic environments. Spatialized bioacoustics markedly improves access to the humpbacks' undersea acoustic environment and expands our appreciation of their rich vocal lives.","Wed, 27 Dec 2023 18:17:15 UTC (3,932 KB)"
"114","Olfactory Label Prediction on aroma-chemical Pairs","Laura Sisson","Machine Learning (cs.LG)","The application of deep learning techniques on aroma-chemicals has resulted in models more accurate than human experts at predicting olfactory qualities. However, public research in this domain has been limited to predicting the qualities of single molecules, whereas in industry applications, perfumers and food scientists are often concerned with blends of many odorants. In this paper, we apply both existing and novel approaches to a dataset we gathered consisting of labeled pairs of molecules. We present a publicly available model capable of generating accurate predictions for the non-linear qualities arising from blends of aroma-chemicals.","Tue, 26 Dec 2023 17:18:09 UTC (738 KB)"
"115","Self-organising maps in the analysis of strains of human abdominal wall to identify areas of similar mechanical behaviour","Mateusz Troka (1), Katarzyna Szepietowska (1), Izabela Lubowiecka (1) ((1) Faculty of Civil and Environmental Engineering, Gdańsk University of Technology, Gdańsk, Poland)","Medical Physics (physics.med-ph)","The study refers to the application of a type of artificial neural network called the Self-Organising Map (SOM) for the identification of areas of the human abdominal wall that perform in a similar mechanical way. The research was based on data acquired during in vivo tests using the digital image correlation technique (DIC). The mechanical behaviour of the human abdominal wall was analysed during changing intra-abdominal pressure. SOM allowed us to study simultaneously three variables in four time steps. The variables referred to the principal strains and their directions. SOM classified into clusters all the abdominal surface data points that behaved similarly in accordance with the 12 variables. The analysis of the clusters provided a better insight into abdominal wall deformation and its evolution under pressure than when observing a single mechanical variable. The presented results may provide a better understanding of the mechanics of the living human abdominal wall. It might be particularly useful in the designing of surgical meshes for the treatment of abdominal hernias, which would be mechanically compatible with identified regions of the human anterior abdominal wall, and possibly open the way for patient-specific implants.","Sat, 23 Dec 2023 23:16:29 UTC (32,818 KB)"
"116","A discrete-to-continuum model for the human cornea with application to keratoconus","J. Köry, P. S. Stewart, N. A. Hill, X. Y. Luo, A. Pandolfi","Quantitative Methods (q-bio.QM)","We introduce a discrete mathematical model for the mechanical behaviour of a planar slice of human corneal tissue, in equilibrium under the action of physiological intraocular pressure (IOP). The model considers a regular (two-dimensional) network of structural elements mimicking a discrete number of parallel collagen lamellae connected by proteoglycan-based chemical bonds (crosslinks). Since the thickness of each collagen lamella is small compared to the overall corneal thickness, we upscale the discrete force balance into a continuum system of partial differential equations and deduce the corresponding macroscopic stress tensor and strain energy function for the micro-structured corneal tissue. We demonstrate that, for physiological values of the IOP, the predictions of the discrete model converge to those of the continuum model. We use the continuum model to simulate the progression of the degenerative disease known as keratoconus, characterized by a localized bulging of the corneal shell. We assign a spatial distribution of damage (i. e., reduction of the stiffness) to the mechanical properties of the structural elements and predict the resulting macroscopic shape of the cornea, showing that a large reduction in the element stiffness results in substantial corneal thinning and a significant increase in the curvature of both the anterior and posterior surfaces.","Sat, 23 Dec 2023 01:54:08 UTC (2,522 KB)"
"117","First experimental time-of-flight-based proton radiography using low gain avalanche diodes","Felix Ulrich-Pur, Thomas Bergauer, Tetyana Galatyuk, Albert Hirtl, Matthias Kausel, Vadym Kedych, Mladen Kis, Yevhen Kozymka, Wilhelm Krüger, Sergey Linev, Jan Michel, Jerzy Pietraszko, Adrian Rost, Christian Joachim Schmidt, Michael Träger, Michael Traxler","Medical Physics (physics.med-ph)","Ion computed tomography (iCT) is an imaging modality for the direct determination of the relative stopping power (RSP) distribution within a patient's body. Usually, this is done by estimating the path and energy loss of ions traversing the scanned volume via a tracking system and a separate residual energy detector. This study, on the other hand, introduces the first experimental study of a novel iCT approach based on time-of-flight (TOF) measurements, the so-called Sandwich TOF-iCT concept, which in contrast to any other iCT system, does not require a residual energy detector for the RSP determination. A small TOF-iCT demonstrator was built based on low gain avalanche diodes (LGAD), which are 4D-tracking detectors that allow to simultaneously measure the particle position and time-of-arrival with a precision better than 100um and 100ps, respectively. Using this demonstrator, the material and energy-dependent TOF was measured for several homogeneous PMMA slabs in order to calibrate the acquired TOF against the corresponding water equivalent thickness (WET). With this calibration, two proton radiographs (pRad) of a small aluminium stair phantom were recorded at MedAustron using 83 and 100.4MeV protons. Due to the simplified WET calibration models used in this very first experimental study of this novel approach, the difference between the measured and theoretical WET ranged between 37.09 and 51.12%. Nevertheless, the first TOF-based pRad was successfully recorded showing that LGADs are suitable detector candidates for TOF-iCT. While the system parameters and WET estimation algorithms require further optimization, this work was an important first step to realize Sandwich TOF-iCT. Due to its compact and cost-efficient design, Sandwich TOF-iCT has the potential to make iCT more feasible and attractive for clinical application, which, eventually, could enhance the treatment planning quality.","Fri, 22 Dec 2023 19:27:24 UTC (14,466 KB)"
"118","Optimal coordination in Minority Game: A solution from reinforcement learning","Guozhong Zheng, Weiran Cai, Guanxiao Qi, Jiqiang Zhang, Li Chen","Physics and Society (physics.soc-ph)","Efficient allocation is important in nature and human society where individuals often compete for finite resources. The Minority Game is perhaps the simplest model that provides deep insights into how human coordinate to maximize the resource utilization. However, this model assumes the static strategies that are provided a priori, failing to capture their adaptive nature. Here, we turn to the paradigm of reinforcement learning, where individuals' strategies are evolving by evaluating both the past experience and rewards in the future. Specifically, we adopt the Q-learning algorithm, each player is endowed with a Q-table that guides their decision-making. We reveal that the population is able to reach the optimal allocation when individuals appreciate both the past experience and rewards in the future, and they are able to balance the exploitation of their Q-tables and the exploration by randomly acting. The optimal allocation is ruined when individuals tend to use either exploitation-only or exploration-only, where only partial coordination and even anti-coordination are observed. Mechanism analysis reveals that a moderate level of exploration can escape local minimums of metastable periodic states, and reaches the optimal coordination as the global minimum. Interestingly, the optimal coordination is underlined by a symmetry-breaking of action preferences, where nearly half of the population choose one side while the other half prefer the other side. The emergence of optimal coordination is robust to the population size and other game parameters. Our work therefore provides a natural solution to the Minority Game and sheds insights into the resource allocation problem in general. Besides, our work demonstrates the potential of the proposed reinforcement learning paradigm in deciphering many puzzles in the socio-economic context.","Wed, 20 Dec 2023 00:47:45 UTC (980 KB)"
"119","The exploration-exploitation paradigm: a biophysical approach","Vito Dichio","Biological Physics (physics.bio-ph)","This PhD thesis is essentially the story of a scientific idea, from what it has blossomed, how it has grown, what it might become. My ambition in writing has been to produce an original, coherent and compact narrative. It begins (1) with a discussion of the meaning, ambitions and circumstances of biological physics, as I understand them. Two background chapters discuss (2) the maxent inference by exponential random graph (ERG) models and (3) a theoretical approach to evolutionary dynamics. By generalising the evolutionary problem, the exploration-exploitation (EE) problem for biological dynamics is formalised and studied analytically in toy models (4). It is then used to tackle the brain wiring problem, focusing on the maturation of the C. elegans connectome (5). It is shown that a parsimonious ERG description of the adult worm brain combined with EE dynamics is able to trace the entire developmental trajectory.","Fri, 22 Dec 2023 17:22:34 UTC (18,755 KB)"
"120","Dreaming of Electrical Waves: Generative Modeling of Cardiac Excitation Waves using Diffusion Models","Tanish Baranwal, Jan Lebert, Jan Christoph","Medical Physics (physics.med-ph)","Electrical waves in the heart form rotating spiral or scroll waves during life-threatening arrhythmias such as atrial or ventricular fibrillation. The wave dynamics are typically modeled using coupled partial differential equations, which describe reaction-diffusion dynamics in excitable media. More recently, data-driven generative modeling has emerged as an alternative to generate spatio-temporal patterns in physical and biological systems. Here, we explore denoising diffusion probabilistic models for the generative modeling of electrical wave patterns in cardiac tissue. We trained diffusion models with simulated electrical wave patterns to be able to generate such wave patterns in unconditional and conditional generation tasks. For instance, we explored inpainting tasks, such as reconstructing three-dimensional wave dynamics from superficial two-dimensional measurements, and evolving and generating parameter-specific dynamics. We characterized and compared the diffusion-generated solutions to solutions obtained with biophysical models and found that diffusion models learn to replicate spiral and scroll waves dynamics so well that they could serve as an alternative data-driven approach for the modeling of excitation waves in cardiac tissue. For instance, we found that it is possible to initiate ventricular fibrillation (VF) dynamics instantaneously without having to apply pacing protocols in order to induce wavebreak. The VF dynamics can be created in arbitrary ventricular geometries and can be evolved over time. However, we also found that diffusion models `hallucinate' wave patterns when given insufficient constraints. Regardless of these limitations, diffusion models are an interesting and powerful tool with many potential applications in cardiac arrhythmia research and diagnostics.","Fri, 22 Dec 2023 17:06:08 UTC (3,469 KB)"
"121","Eco-evolutionary dynamics of cooperative antimicrobial resistance in a population of fluctuating volume and size","Lluís Hernández-Navarro, Matthew Asker, Mauro Mobilia","Populations and Evolution (q-bio.PE)","Antimicrobial resistance to drugs (AMR), a global threat to human and animal health, is often regarded as resulting from a cooperative behaviour, leading to the coexistence of drug-resistant and drug-sensitive cells in large communities and static environments. However, microbial populations generally evolve in volatile environments, yielding sudden changes in the available amount of nutrients and toxins. These, together with demographic fluctuations (birth and death events), have been recognised to drastically alter the population size and strain coexistence, as well as the ability of one strain to fixate and take over the entire population. Motivated by the need to better understand the evolution of AMR, we study a population of time-varying size consisting of two competing strains, one drug-resistant and one drug-sensitive, subject to demographic and environmental variability. This is modelled by a binary carrying capacity randomly switching between mild and harsh environmental conditions, and driving the fluctuating volume (total amount of nutrients and antimicrobials at fixed concentration), and thus the size of the community (number of resistant and sensitive cells). We assume that AMR is a shared public good when the concentration of resistant cells exceeds a fixed ""concentration cooperation threshold"", above which the sensitive strain has a growth advantage, whereas resistant cells dominate below it. Using computational means, and devising an analytical treatment (built on suitable quenched and annealed averaging procedures), we fully characterise the influence of fluctuations on the eco-evolutionary dynamics of AMR, and notably obtain specific strain fixation and long-lasting coexistence probabilities as a function of the environmental variation rate and cooperation threshold.","Fri, 22 Dec 2023 16:58:48 UTC (1,746 KB)"
"122","Explosive epidemic transitions induced by quarantine fatigue","L. D. Valdez","Populations and Evolution (q-bio.PE)","Quarantine measures are one of the first lines of defense against the spread of infectious diseases. However, maintaining these measures over extended periods can be challenging due to a phenomenon known as quarantine fatigue. In this paper, we investigate the impact of quarantine fatigue on the spread of infectious diseases by using an epidemic model on random networks with cliques. In our model, susceptible individuals can be quarantined up to $n$ times, after which they stop complying with quarantine orders due to fatigue. Our results show that quarantine fatigue may induce a regime in which increasing the probability of detecting and isolating infected individuals (along with their close contacts) could subsequently increase the expected number of cases at the end of an outbreak. Moreover, we observe that quarantine fatigue can trigger an abrupt phase transition at the critical reproduction number $R_0=1$. Finally, we explore a scenario where a non-negligible number of individuals are infected at the beginning of an epidemic, and our results show that, depending on the value of $n$, an abrupt transition between a controlled epidemic and a large epidemic event can occur for $R_0<1$.","Fri, 22 Dec 2023 14:04:47 UTC (5,030 KB)"
"123","Deep mouse brain two-photon near-infrared fluorescence imaging using a superconducting nanowire single-photon detector array","Amr Tamimi, Martin Caldarola, Sebastian Hambura, Juan C. Boffi, Niels Noordzij, Johannes W. N. Los, Antonio Guardiani, Hugo Kooiman, Ling Wang, Christian Kieser, Florian Braun, Andreas Fognini, Robert Prevedel","Optics (physics.optics)","Two-photon microscopy (2PM) has become an important tool in biology to study the structure and function of intact tissues in-vivo. However, adult mammalian tissues such as the mouse brain are highly scattering, thereby putting fundamental limits on the achievable imaging depth, which typically resides around 600-800um. In principle, shifting both the excitation as well as (fluorescence) emission light to the shortwave near-infrared (SWIR, 1000-1700 nm) region promises substantially deeper imaging in 2PM, yet has proven challenging in the past due to the limited availability of detectors and probes in this wavelength region. To overcome these limitations and fully capitalize on the SWIR region, in this work we introduce a novel array of superconducting nanowire single-photon detectors (SNSPDs) and associated custom detection electronics for the use in near-infrared 2PM. The SNSPD array exhibits high efficiency and dynamic range, as well as low dark-count rates over a wide wavelength range. Additionally, the electronics and software permit seamless integration into typical 2PM systems. Together with a fluorescent dye emitting at 1105 nm, we report imaging depth of > 1.1mm in the in-vivo mouse brain, limited only by available labeling density and laser power. Our work further establishes SWIR 2PM approaches and SNSPDs as promising technologies for deep tissue biological imaging.","Thu, 21 Dec 2023 17:09:03 UTC (10,570 KB)"
"124","Anatomical basis of sex differences in human post-myocardial infarction ECG phenotypes identified by novel automated torso-cardiac 3D reconstruction","Hannah J. Smith, Blanca Rodriguez, Yuling Sang, Marcel Beetz, Robin Choudhury, Vicente Grau, Abhirup Banerjee","Medical Physics (physics.med-ph)","The electrocardiogram (ECG) is routinely used in cardiology, though its interpretation is confounded by anatomical variability. A novel, automated computational pipeline enables quantification of torso-ventricular anatomy metrics from magnetic resonance imaging, and comparison to ECG characteristics. Sex and myocardial infarction differences are investigated based on 1051 healthy and 425 post-MI subjects from UK Biobank. Smaller ventricles in females explain ~50% of shorter QRS durations than in males, and contribute to lower STJ amplitudes in females (also due to more superior and posterior position). In females, torso-ventricular anatomy, particularly from larger BMI, is a stronger modulator of T wave amplitude reductions and left-deviated R axis angles in post-MI than in males. Thus, female MI phenotype is less reflective of pathology, and baseline STJ amplitudes and QRS durations are further from clinical thresholds. Therefore, quantification of anatomical sex-differences and impact on ECG in health and disease is critical to avoid clinical sex-bias.","Thu, 21 Dec 2023 16:03:56 UTC (2,996 KB)"
"125","Which options exist for NISQ-friendly linear response formulations?","Karl Michael Ziems, Erik Rosendahl Kjellgren, Peter Reinholdt, Phillip W. K. Jensen, Stephan P. A. Sauer, Jacob Kongsted, Sonia Coriani","Quantum Physics (quant-ph)","Linear response (LR) theory is a powerful tool in classic quantum chemistry crucial to understanding photo-induced processes in chemistry and biology. However, performing simulations for large systems and in the case of strong electron correlation remains challenging. Quantum computers are poised to facilitate the simulation of such systems, and recently, a quantum linear response formulation (qLR) was introduced. To apply qLR to near-term quantum computers beyond a minimal basis set, we here introduce a resource-efficient qLR theory using a truncated active-space version of the multi-configurational self-consistent field LR ansatz. Therein, we investigate eight different near-term qLR formalisms that utilize novel operator transformations that allow the qLR equations to be performed on near-term hardware. Simulating excited state potential energy curves and absorption spectra for various test cases, we identify two promising candidates dubbed ``proj LRSD'' and ``all-proj LRSD''.","Thu, 21 Dec 2023 15:30:53 UTC (3,019 KB)"
"126","Quantitative comparison of cell-cell detachment force in different experimental setups","Amit Singh Vishen, Jacques Prost, Pierre Sens","Biological Physics (physics.bio-ph)","We compare three different setups for measuring cell-cell adhesion. We show that the measured strength depends on the type of setup that is used. For identical cells different assays measure different detachment forces. This can be understood from the fact that cell-cell detachment is a global property of the system. We also analyse the role of external force and line tension on contact angle and cell-cell detachment. Comparison with experiment suggests that the current data are essentially dynamical in nature. We dedicate this article to Fyl Pincus who for many of us is an example to be followed not only for outstanding science but also for a marvelous human behavior.","Thu, 21 Dec 2023 15:07:38 UTC (191 KB)"
"127","The neuron as a temporal electroacoustic medium","Francisco Meseguer, Fernando Ramiro-Manzano","Neurons and Cognition (q-bio.NC)","The human brain is one of the most complex and intriguing scientific topics. The most stablished theory of neuronal communication is a pure electrical model based on the propagation of intracell cationic charges along the neurons. Here we propose a complementary model based on two properties of brain communication: A) The large Coulomb repulsion within the intracell Na+ cation pulse at the Action Potential (AP) induces a deformation of the neuron membrane which travels as an acoustic signal, i.e.: the intracell ion pulse makes both the electric and acoustic signals be strongly correlated. B) As brain communication is stablished through a periodic train of AP pulses it induces a time periodic modulation of the acoustic parameters. In this framework we propose envisaging the neuron as a temporal electro-acoustic medium. The temporal varying media framework could help understanding brain conundrums such as propagation routes involved in the neuronal plasticity in the consolidation of the memory, as well as on the generation of the signals associated to the brain field theory.","Thu, 21 Dec 2023 11:29:15 UTC (406 KB)"
"128","Front stability of infinitely steep travelling waves in population biology","Matthew J Simpson, Nizhum Rahman, Alexander KY Tam","Populations and Evolution (q-bio.PE)","Reaction-diffusion models are often used to describe biological invasion, where populations of individuals that undergo random motility and proliferation lead to moving fronts. Many models of biological invasion are extensions of the Fisher-KPP model that describes the evolution of a 1D population density as a result of linear diffusion and logistic growth. In 2020 Fadai introduced a new model of biological invasion that was formulated as a moving boundary problem with a nonlinear degenerate diffusive flux. Fadai's model leads to travelling wave solutions with infinitely steep, well-defined fronts at the moving boundary, and the model has the mathematical advantage of being analytically tractable in certain parameter limits. We aim to provide general insight by first presenting two key extensions by considering: (i) generalised nonlinear degenerate diffusion with flux; and, (ii) solutions describing both biological invasion, and biological recession. We establish the existence of travelling wave solutions for these two extensions, and then consider stability of the travelling wave solutions by introducing a lateral perturbation of the travelling wavefront. Full 2D time-dependent level-set numerical solutions indicate that invasive travelling waves are stable to small lateral perturbations, whereas receding travelling waves are unstable. These preliminary numerical observations are corroborated through a linear stability analysis that gives more formal insight into short time growth/decay of wavefront perturbation amplitude.","Thu, 21 Dec 2023 06:24:15 UTC (6,673 KB)[v2] Sat, 6 Jan 2024 01:36:31 UTC (6,674 KB)"
"129","Pre-training of Molecular GNNs via Conditional Boltzmann Generator","Daiki Koge, Naoaki Ono, Shigehiko Kanaya","Machine Learning (cs.LG)","Learning representations of molecular structures using deep learning is a fundamental problem in molecular property prediction tasks. Molecules inherently exist in the real world as three-dimensional structures; furthermore, they are not static but in continuous motion in the 3D Euclidean space, forming a potential energy surface. Therefore, it is desirable to generate multiple conformations in advance and extract molecular representations using a 4D-QSAR model that incorporates multiple conformations. However, this approach is impractical for drug and material discovery tasks because of the computational cost of obtaining multiple conformations. To address this issue, we propose a pre-training method for molecular GNNs using an existing dataset of molecular conformations to generate a latent vector universal to multiple conformations from a 2D molecular graph. Our method, called Boltzmann GNN, is formulated by maximizing the conditional marginal likelihood of a conditional generative model for conformations generation. We show that our model has a better prediction performance for molecular properties than existing pre-training methods using molecular graphs and three-dimensional molecular structures.","Wed, 20 Dec 2023 15:30:15 UTC (722 KB)[v2] Sun, 31 Dec 2023 06:47:40 UTC (721 KB)[v3] Thu, 18 Jan 2024 22:28:06 UTC (718 KB)"
"130","Minimal vertex model explains how the amnioserosa avoids fluidization during Drosophila dorsal closure","Indrajit Tah, Daniel Haertter, Janice M. Crawford, Daniel P. Kiehart, Christoph F. Schmidt, Andrea J. Liu","Biological Physics (physics.bio-ph)","Dorsal closure is a process that occurs during embryogenesis of Drosophila melanogaster. During dorsal closure, the amnioserosa (AS), a one-cell thick epithelial tissue that fills the dorsal opening, shrinks as the lateral epidermis sheets converge and eventually merge. During this process, the aspect ratio of amnioserosa cells increases markedly. The standard 2-dimensional vertex model, which successfully describes tissue sheet mechanics in multiple contexts, would in this case predict that the tissue should fluidize via cell neighbor changes. Surprisingly, however, the amnioserosa remains an elastic solid with no such events. We here present a minimal extension to the vertex model that explains how the amnioserosa can achieve this unexpected behavior. We show that continuous shrinkage of the preferred cell perimeter and cell perimeter polydispersity lead to the retention of the solid state of the amnioserosa. Our model accurately captures measured cell shape and orientation changes and predicts non-monotonic junction tension that we confirm with laser ablation experiments.","Wed, 20 Dec 2023 10:59:46 UTC (1,257 KB)"
"131","Inferring geometrical dynamics of cell nucleus translocation","Sirine Amiri, Yirui Zhang, Andonis Gerardos, Cécile Sykes, Pierre Ronceray","Biological Physics (physics.bio-ph)","The ability of eukaryotic cells to squeeze through constrictions is limited by the stiffness of their large and rigid nucleus. However, migrating cells are often able to overcome this limitation and pass through constrictions much smaller than their nucleus, a mechanism that is not yet understood. This is what we address here through a data-driven approach using microfluidic devices where cells migrate through controlled narrow spaces of sizes comparable to the ones encountered in physiological situations. Stochastic Force Inference is applied to experimental nuclear trajectories and nuclear shape descriptors, resulting in equations that effectively describe this phenomenon of nuclear translocation. By employing a model where the channel geometry is an explicit parameter and by training it over experimental data with different sizes of constrictions, we ensure that the resulting equations are predictive to other geometries. Altogether, the approach developed here paves the way for a mechanistic and quantitative description of dynamical cell complexity during its motility.","Tue, 19 Dec 2023 18:36:42 UTC (4,982 KB)"
"132","Tuning for fluidity using fluctuations in biological tissue models","Sadjad Arzash, Indrajit Tah, Andrea J. Liu, M. Lisa Manning","Soft Condensed Matter (cond-mat.soft)","How do biological systems tune emergent properties at the scale of tissues? One class of such emergent behaviors, important to biological functions such as body-axis elongation, involves rigidity transitions, in which a tissue changes from a fluid-like state to a solid-like state or vice versa. Here, we explore the idea that tissues might tune ``learning degrees of freedom"" to affect this emergent behavior. We study tissue fluidity in the 2D vertex model, using the vertex model energy as a learning cost function and the cell stiffnesses, target shapes, and target areas as sets of learning degrees of freedom that can be varied to minimize the energy. We show that the rigidity transition is unaffected when cell stiffnesses are treated as learning degrees of freedom. When preferred perimeters or areas are treated as learning degrees of freedom, however, energy minimization introduces spatial correlations in target cell shapes or areas that shift the rigidity transition. There is an optimal heterogeneity of target cell shapes or areas to enable learning. These observations suggest that biological tissues can learn tissue-scale behaviors by tuning their individual cell properties.","Mon, 18 Dec 2023 20:03:39 UTC (7,332 KB)[v2] Fri, 22 Dec 2023 16:12:26 UTC (7,332 KB)[v3] Sun, 7 Jan 2024 21:17:34 UTC (7,332 KB)"
"133","Poisson-Boltzmann based machine learning (PBML) model for electrostatic analysis","Jiahui Chen, Yongjia Xu, Xin Yang, Zixuan Cang, Weihua Geng, Guo-Wei Wei","Chemical Physics (physics.chem-ph)","Electrostatics is of paramount importance to chemistry, physics, biology, and medicine. The Poisson-Boltzmann (PB) theory is a primary model for electrostatic analysis. However, it is highly challenging to compute accurate PB electrostatic solvation free energies for macromolecules due to the nonlinearity, dielectric jumps, charge singularity , and geometric complexity associated with the PB equation. The present work introduces a PB based machine learning (PBML) model for biomolecular electrostatic analysis. Trained with the second-order accurate MIBPB solver, the proposed PBML model is found to be more accurate and faster than several eminent PB solvers in electrostatic analysis. The proposed PBML model can provide highly accurate PB electrostatic solvation free energy of new biomolecules or new conformations generated by molecular dynamics with much reduced computational cost.","Wed, 29 Nov 2023 18:53:53 UTC (1,059 KB)"
"134","Memoryless Chemotaxis with Discrete Cues","Jacob Knight, Paula García-Galindo, Johannes Pausch, Gunnar Pruessner","Biological Physics (physics.bio-ph)","A wide array of biological systems can navigate in shallow gradients of chemoattractant with remarkable precision. Whilst previous approaches model such systems using coarse-grained chemical density profiles, we construct a dynamical model consisting of a chemotactic cell responding to discrete cue particles. For a cell without internal memory, we derive an effective velocity with which the cell approaches a point source of cue particles. We find that the effective velocity becomes negative beyond some homing radius, which represents an upper bound on the distance within which chemotaxis can be reliably performed. This work lays the foundation for the analytical characterisation of more detailed models of chemotaxis.","Mon, 18 Dec 2023 16:54:48 UTC (3,990 KB)"
"135","Why a Mayor cannot Change the Course of a Pandemic -- An agent-based Study on the Covid Spread on Local Level in Germany","Lucas Heger, Kerem Akdogan, Matthias Schott","Populations and Evolution (q-bio.PE)","During the COVID-19 pandemic, a large variance of incidence rates on local level, e.g. cities and districts, within one country has been observed, while the same non-pharmaceutical measures have been taken to control the spread of the virus. This variance in incidence rates triggered the question, if the spread of incidence rates can be explained only by statistical processes and the local population statistics or if indeed other factors, e.g. local information campaigns, have to be considered. Within this paper we study the expected spread of incidence rates in the German State of Rhineland Palatinate during the second COVID-19 wave using an agent based simulation and find that the spread of incidence rates can be solely explained by population statistics and further statical effects.","Mon, 18 Dec 2023 16:37:40 UTC (87 KB)"
"136","Modelling the Lymphatic Metastatic Progression Pathways of OPSCC from Multi-Institutional Datasets","Roman Ludwig, Adrian Schubert, Dorothea Barbatei, Lauence Bauwens, Jean-Marc Hoffmann, Sandrine Werlen, Olgun Elicin, Matthias Dettmer, Philippe Zrounba, Bertrand Pouymayou, Panagiotis Balermpas, Vincent Grégoire, Roland Giger, Jan Unkelbach","Medical Physics (physics.med-ph)","The elective clinical target volume (CTV-N) in oropharyngeal squamous cell carcinoma (OPSCC) is currently based mostly on the prevalence of lymph node metastases in different lymph node levels (LNLs) for a given primary tumor location. We present a probabilistic model for ipsilateral lymphatic spread that can quantify the microscopic nodal involvement risk based on an individual patient's T-category and clinical involvement of LNLs at diagnosis. We extend a previously published hidden Markov model (HMM), which models the LNLs (I, II, III, IV, V, and VII) as hidden binary random variables (RVs). Each represents a patient's true state of lymphatic involvement. Clinical involvement at diagnosis represents the observed binary RVs linked to the true state via sensitivity and specificity. The primary tumor and the hidden RVs are connected in a graph. Each edge represents the conditional probability of metastatic spread per abstract time-step, given disease at the edge's starting node. To learn these probabilities, we draw Markov chain Monte Carlo samples from the likelihood of a dataset (686 OPSCC patients) from three institutions. We compute the model evidence using thermodynamic integration for different graphs to determine which describes the data best. The graph maximizing the model evidence connects the tumor to each LNL and the LNLs I through V in order. It predicts the risk of occult disease in level IV is below 5% if level III is clinically negative, and that the risk of occult disease in level V is below 5% except for advanced T-category (T3 and T4) patients with clinical involvement of levels II, III, and IV. The provided statistical model of nodal involvement in OPSCC patients trained on multi-institutional data may guide the design of clinical trials on volume-deescalated treatment of OPSCC and contribute to more personal guidelines on elective nodal treatment.","Mon, 18 Dec 2023 15:14:40 UTC (4,757 KB)[v2] Wed, 20 Dec 2023 13:19:12 UTC (2,961 KB)[v3] Thu, 21 Dec 2023 09:33:49 UTC (2,681 KB)"
"137","The Implementation of Arduino Microcontroller Boards in Science: A Bibliometric Analysis from 2008 to 2022","Norbertus Krisnu Prabowo, Irwanto Irwanto (State University of Jakarta)","Digital Libraries (cs.DL)","The name ""Arduino"" made its international debut in 2005, marking the age of Arduino as one of the most user-friendly and cost-effective microcontroller boards (MCBs) for novices. The science implementation of Arduino boards in automation, networking and data acquisition has been increasing steadily. This study provides a thorough Bibliometric analysis from 1122 papers focused on the Scopus database of published microcontroller research, from the first year the Arduino keyword appeared in 2008 until 2022. Various science articles indexed by Scopus and referring to the use of Arduino MCBs are selected. The Bibliometric analysis explores comprehensive and general key attributes that form a trend from the Scopus articles based on authors, titles, publication years, keywords, citations, affiliations, abstracts, funding information, and languages. The generated data is visualized and analyzed to find patterns that appear within the time span. This study found a significant increase in the number of articles on Arduino boards in Biology, Physics, Chemistry, Science, and STEM category of the paper. Despite using only the Scopus database, this study opens up to view the direction of the growing application of Arduino boards in Science. The use of Bibliometric analysis maps the scientific implementation of Arduino boards as an extensive guide for future collaborations in education and industry.","Sun, 17 Dec 2023 23:09:49 UTC (959 KB)"
"138","A mechanistic model of gossip, reputations, and cooperation","Mari Kawakatsu, Taylor A. Kessinger, Joshua B. Plotkin","Physics and Society (physics.soc-ph)","Social reputations facilitate cooperation: those who help others gain a good reputation, making them more likely to receive help themselves. But when people hold private views of one another, this cycle of indirect reciprocity breaks down, as disagreements lead to the perception of unjustified behavior that ultimately undermines cooperation. Theoretical studies often assume population-wide agreement about reputations, invoking rapid gossip as an endogenous mechanism for reaching consensus. However, the theory of indirect reciprocity lacks a mechanistic description of how gossip actually generates consensus. Here we develop a mechanistic model of gossip-based indirect reciprocity that incorporates two alternative forms of gossip: exchanging information with randomly selected peers or consulting a single gossip source. We show that these two forms of gossip are mathematically equivalent under an appropriate transformation of parameters. We derive an analytical expression for the minimum amount of gossip required to reach sufficient consensus and stabilize cooperation. We analyze how the amount of gossip necessary for cooperation depends on the benefits and costs of cooperation, the assessment rule (social norm), and errors in reputation assessment, strategy execution, and gossip transmission. Finally, we show that biased gossip can either facilitate or hinder cooperation, depending on the direction and magnitude of the bias. Our results contribute to the growing literature on cooperation facilitated by communication, and they highlight the need to study strategic interactions coupled with the spread of social information.","Sun, 17 Dec 2023 21:37:15 UTC (1,597 KB)"
